contig	start	end	gene_name
Chr_07	447580	448525	MgIM767.07G007000
Chr_07	448778	451277	MgIM767.07G007100
Chr_07	452790	463861	MgIM767.07G007200
Chr_07	502984	504649	MgIM767.07G007300
Chr_07	506824	508668	MgIM767.07G007400
Chr_07	518197	528926	MgIM767.07G007500
Chr_07	530361	534721	MgIM767.07G007600
Chr_07	534701	535969	MgIM767.07G007700
Chr_07	538918	539185	MgIM767.07G007800
Chr_07	540257	541739	MgIM767.07G007900
Chr_07	541450	548024	MgIM767.07G008000
Chr_07	549661	553211	MgIM767.07G008100
Chr_07	554968	559912	MgIM767.07G008200
Chr_07	561377	563175	MgIM767.07G008300
Chr_07	563785	566100	MgIM767.07G008400
Chr_07	566431	567552	MgIM767.07G008500
Chr_07	567859	569895	MgIM767.07G008600
Chr_07	577503	583029	MgIM767.07G008700
Chr_07	584936	586888	MgIM767.07G008800
Chr_07	588161	588855	MgIM767.07G008900
Chr_07	589221	589967	MgIM767.07G009000
Chr_07	591970	596132	MgIM767.07G009100
Chr_07	595853	599180	MgIM767.07G009200
Chr_07	603200	604098	MgIM767.07G009300
Chr_07	605982	607113	MgIM767.07G009400
Chr_07	625221	628531	MgIM767.07G009500
Chr_07	628233	631992	MgIM767.07G009600
Chr_07	639353	641611	MgIM767.07G009700
Chr_07	641562	644609	MgIM767.07G009800
Chr_07	647917	649326	MgIM767.07G009900
Chr_07	649928	650864	MgIM767.07G010000
Chr_07	651464	652765	MgIM767.07G010100
Chr_07	653287	654156	MgIM767.07G010200
Chr_07	654173	658036	MgIM767.07G010300
Chr_07	658786	662610	MgIM767.07G010400
Chr_07	662234	664291	MgIM767.07G010500
Chr_07	665020	666491	MgIM767.07G010600
Chr_07	667264	668647	MgIM767.07G010700
Chr_07	668846	669699	MgIM767.07G010800
Chr_07	671085	672822	MgIM767.07G010900
Chr_07	674086	676989	MgIM767.07G011000
Chr_07	682604	683203	MgIM767.07G011100
Chr_07	684403	686653	MgIM767.07G011200
Chr_07	688287	691053	MgIM767.07G011300
Chr_07	692798	694165	MgIM767.07G011400
Chr_07	695707	696708	MgIM767.07G011500
Chr_07	701166	703069	MgIM767.07G011600
Chr_07	703604	705921	MgIM767.07G011700
Chr_07	705783	710960	MgIM767.07G011800
Chr_07	712115	715641	MgIM767.07G011900
Chr_07	731086	732959	MgIM767.07G012000
Chr_07	739962	740887	MgIM767.07G012100
Chr_07	742112	744731	MgIM767.07G012200
Chr_07	745236	751220	MgIM767.07G012300
Chr_07	752681	757088	MgIM767.07G012400
Chr_07	756782	758729	MgIM767.07G012500
Chr_07	761294	762928	MgIM767.07G012600
Chr_07	767467	771958	MgIM767.07G012700
Chr_07	772263	774998	MgIM767.07G012800
Chr_07	775620	777384	MgIM767.07G012900
Chr_07	777894	783404	MgIM767.07G013000
Chr_07	787477	788278	MgIM767.07G013100
Chr_07	788553	791965	MgIM767.07G013200
Chr_07	792129	798194	MgIM767.07G013300
Chr_07	798824	802055	MgIM767.07G013400
Chr_07	804630	811459	MgIM767.07G013500
Chr_07	810689	815900	MgIM767.07G013600
Chr_07	821669	827494	MgIM767.07G013700
Chr_07	827100	831049	MgIM767.07G013800
Chr_07	831634	833241	MgIM767.07G013900
Chr_07	833170	837659	MgIM767.07G014000
Chr_07	836110	839865	MgIM767.07G014100
Chr_07	841671	850385	MgIM767.07G014200
Chr_07	850401	854843	MgIM767.07G014300
Chr_07	855580	858311	MgIM767.07G014400
Chr_07	859623	861676	MgIM767.07G014500
Chr_07	862437	863750	MgIM767.07G014600
Chr_07	869889	871428	MgIM767.07G014700
Chr_07	873316	874631	MgIM767.07G014800
Chr_07	875512	877215	MgIM767.07G014900
Chr_07	879150	882522	MgIM767.07G015000
Chr_07	885295	886644	MgIM767.07G015100
Chr_07	887538	889434	MgIM767.07G015200
Chr_07	891185	893689	MgIM767.07G015300
Chr_07	895744	896525	MgIM767.07G015400
Chr_07	898123	898735	MgIM767.07G015500
Chr_07	901722	902635	MgIM767.07G015600
Chr_07	903159	904616	MgIM767.07G015700
Chr_07	906966	910800	MgIM767.07G015800
Chr_07	911403	915852	MgIM767.07G015900
Chr_07	919222	919704	MgIM767.07G016000
Chr_07	920754	923366	MgIM767.07G016100
Chr_07	925445	927391	MgIM767.07G016200
Chr_07	928039	930145	MgIM767.07G016300
Chr_07	930741	936765	MgIM767.07G016400
Chr_07	939564	942575	MgIM767.07G016500
Chr_07	951895	958933	MgIM767.07G016600
Chr_07	961431	968103	MgIM767.07G016700
Chr_07	976436	979225	MgIM767.07G016800
Chr_07	988727	996387	MgIM767.07G016900
Chr_07	997530	999243	MgIM767.07G017000
Chr_07	999369	1000853	MgIM767.07G017100
Chr_07	1005005	1009121	MgIM767.07G017200
Chr_07	1009812	1010851	MgIM767.07G017300
Chr_07	1018945	1023013	MgIM767.07G017400
Chr_07	1023027	1025567	MgIM767.07G017500
Chr_07	1027404	1031668	MgIM767.07G017600
Chr_07	1031456	1036684	MgIM767.07G017700
Chr_07	1037803	1038611	MgIM767.07G017800
Chr_07	1041533	1042190	MgIM767.07G017900
Chr_07	1044654	1045323	MgIM767.07G018000
Chr_07	1048039	1048347	MgIM767.07G018100
Chr_07	1053068	1053709	MgIM767.07G018200
Chr_07	1065275	1065586	MgIM767.07G018300
Chr_07	1068965	1072026	MgIM767.07G018400
Chr_07	1071922	1079050	MgIM767.07G018500
Chr_07	1079544	1082927	MgIM767.07G018600
Chr_07	1082880	1084409	MgIM767.07G018700
Chr_07	1086296	1090188	MgIM767.07G018800
Chr_07	1090339	1091873	MgIM767.07G018900
Chr_07	1091933	1093523	MgIM767.07G019000
Chr_07	1093893	1095257	MgIM767.07G019100
Chr_07	1095257	1096823	MgIM767.07G019200
Chr_07	1099526	1101469	MgIM767.07G019300
Chr_07	1112783	1114546	MgIM767.07G019400
Chr_07	1114575	1116198	MgIM767.07G019500
Chr_07	1117160	1119433	MgIM767.07G019600
Chr_07	1120972	1124655	MgIM767.07G019700
Chr_07	1125081	1128088	MgIM767.07G019800
Chr_07	1130517	1135295	MgIM767.07G019900
Chr_07	1139170	1140233	MgIM767.07G020000
Chr_07	1142215	1145367	MgIM767.07G020100
Chr_07	1155677	1158588	MgIM767.07G020200
Chr_07	1160778	1165903	MgIM767.07G020300
Chr_07	1170770	1177292	MgIM767.07G020400
Chr_07	1177363	1181320	MgIM767.07G020500
Chr_07	1183504	1186636	MgIM767.07G020600
Chr_07	1187785	1189782	MgIM767.07G020700
Chr_07	1190386	1191040	MgIM767.07G020800
Chr_07	1193872	1196329	MgIM767.07G020900
Chr_07	1196746	1198857	MgIM767.07G021000
Chr_07	1198821	1201733	MgIM767.07G021100
Chr_07	1202262	1203799	MgIM767.07G021200
Chr_07	1208885	1211194	MgIM767.07G021300
Chr_07	1214181	1216087	MgIM767.07G021400
Chr_07	1216719	1217570	MgIM767.07G021500
Chr_07	1218155	1218830	MgIM767.07G021600
Chr_07	1218851	1224385	MgIM767.07G021700
Chr_07	1226271	1227212	MgIM767.07G021800
Chr_07	1230039	1233905	MgIM767.07G021900
Chr_07	1235635	1239274	MgIM767.07G022000
Chr_07	1239788	1243000	MgIM767.07G022100
Chr_07	1244024	1244596	MgIM767.07G022200
Chr_07	1247628	1254363	MgIM767.07G022300
Chr_07	1254125	1256102	MgIM767.07G022400
Chr_07	1269135	1270361	MgIM767.07G022500
Chr_07	1271262	1275506	MgIM767.07G022600
Chr_07	1276297	1279534	MgIM767.07G022700
Chr_07	1286348	1286977	MgIM767.07G022800
Chr_07	1290115	1291160	MgIM767.07G022900
Chr_07	1291371	1293066	MgIM767.07G023000
Chr_07	1294112	1299608	MgIM767.07G023100
Chr_07	1301276	1309596	MgIM767.07G023200
Chr_07	1311442	1315647	MgIM767.07G023300
Chr_07	1319418	1320170	MgIM767.07G023400
Chr_07	1320062	1321026	MgIM767.07G023500
Chr_07	1321774	1334446	MgIM767.07G023600
Chr_07	1334739	1337434	MgIM767.07G023700
Chr_07	1342730	1344107	MgIM767.07G023800
Chr_07	1353796	1355738	MgIM767.07G023900
Chr_07	1355762	1359756	MgIM767.07G024000
Chr_07	1360152	1364145	MgIM767.07G024100
Chr_07	1365184	1369538	MgIM767.07G024200
Chr_07	1370380	1372185	MgIM767.07G024300
Chr_07	1372492	1374696	MgIM767.07G024400
Chr_07	1375700	1378107	MgIM767.07G024500
Chr_07	1379501	1383018	MgIM767.07G024600
Chr_07	1383019	1384123	MgIM767.07G024700
Chr_07	1384588	1385966	MgIM767.07G024800
Chr_07	1386154	1389875	MgIM767.07G024900
Chr_07	1393025	1396656	MgIM767.07G025000
Chr_07	1400487	1401757	MgIM767.07G025100
Chr_07	1403422	1409977	MgIM767.07G025200
Chr_07	1409825	1412041	MgIM767.07G025300
Chr_07	1413140	1415863	MgIM767.07G025400
Chr_07	1416786	1420221	MgIM767.07G025500
Chr_07	1424499	1425111	MgIM767.07G025600
Chr_07	1425338	1429153	MgIM767.07G025700
Chr_07	1429902	1431854	MgIM767.07G025800
Chr_07	1434939	1436643	MgIM767.07G025900
Chr_07	1446817	1449681	MgIM767.07G026000
Chr_07	1450956	1453312	MgIM767.07G026100
Chr_07	1454101	1456987	MgIM767.07G026200
Chr_07	1457894	1458811	MgIM767.07G026300
Chr_07	1465183	1469143	MgIM767.07G026400
Chr_07	1474384	1477183	MgIM767.07G026500
Chr_07	1488974	1490361	MgIM767.07G026600
Chr_07	1491377	1493632	MgIM767.07G026700
Chr_07	1497383	1498855	MgIM767.07G026800
Chr_07	1499374	1501051	MgIM767.07G026900
Chr_07	1503292	1504793	MgIM767.07G027000
Chr_07	1505800	1507336	MgIM767.07G027100
Chr_07	1509643	1510999	MgIM767.07G027200
Chr_07	1511313	1512747	MgIM767.07G027300
Chr_07	1531994	1535520	MgIM767.07G027400
Chr_07	1537199	1539789	MgIM767.07G027500
Chr_07	1539821	1543512	MgIM767.07G027600
Chr_07	1548637	1549073	MgIM767.07G027700
Chr_07	1553529	1556744	MgIM767.07G027800
Chr_07	1557144	1560849	MgIM767.07G027900
Chr_07	1562430	1564052	MgIM767.07G028000
Chr_07	1564434	1566615	MgIM767.07G028100
Chr_07	1566931	1569396	MgIM767.07G028200
Chr_07	1569903	1572817	MgIM767.07G028300
Chr_07	1571993	1577457	MgIM767.07G028400
Chr_07	1578406	1580968	MgIM767.07G028500
Chr_07	1590068	1595401	MgIM767.07G028600
Chr_07	1601938	1603566	MgIM767.07G028700
Chr_07	1611385	1618506	MgIM767.07G028800
Chr_07	1618631	1621871	MgIM767.07G028900
Chr_07	1624500	1625278	MgIM767.07G029000
Chr_07	1631781	1636098	MgIM767.07G029100
Chr_07	1636900	1639275	MgIM767.07G029200
Chr_07	1642528	1643942	MgIM767.07G029300
Chr_07	1647599	1652368	MgIM767.07G029400
Chr_07	1666101	1666635	MgIM767.07G029500
Chr_07	1670945	1673888	MgIM767.07G029600
Chr_07	1675788	1678690	MgIM767.07G029700
Chr_07	1680763	1683244	MgIM767.07G029800
Chr_07	1683346	1685562	MgIM767.07G029900
Chr_07	1686541	1690277	MgIM767.07G030000
Chr_07	1702842	1709503	MgIM767.07G030100
Chr_07	1711877	1714949	MgIM767.07G030200
Chr_07	1719432	1724086	MgIM767.07G030300
Chr_07	1724479	1725969	MgIM767.07G030400
Chr_07	1726396	1728585	MgIM767.07G030500
Chr_07	1730747	1733041	MgIM767.07G030600
Chr_07	1736050	1739256	MgIM767.07G030700
Chr_07	1743163	1746033	MgIM767.07G030800
Chr_07	1747285	1749948	MgIM767.07G030900
Chr_07	1750526	1752183	MgIM767.07G031000
Chr_07	1757992	1761347	MgIM767.07G031100
Chr_07	1769552	1770352	MgIM767.07G031200
Chr_07	1774595	1778636	MgIM767.07G031300
Chr_07	1781565	1788417	MgIM767.07G031400
Chr_07	1788239	1789791	MgIM767.07G031500
Chr_07	1794636	1799757	MgIM767.07G031600
Chr_07	1801971	1806247	MgIM767.07G031700
Chr_07	1808281	1811704	MgIM767.07G031800
Chr_07	1812284	1813178	MgIM767.07G031900
Chr_07	1818219	1819218	MgIM767.07G032000
Chr_07	1821083	1822651	MgIM767.07G032100
Chr_07	1822731	1824477	MgIM767.07G032200
Chr_07	1828023	1830692	MgIM767.07G032300
Chr_07	1830628	1831618	MgIM767.07G032400
Chr_07	1834969	1836565	MgIM767.07G032500
Chr_07	1838248	1838839	MgIM767.07G032600
Chr_07	1843666	1847460	MgIM767.07G032700
Chr_07	1848439	1848978	MgIM767.07G032800
Chr_07	1849639	1853505	MgIM767.07G032900
Chr_07	1863938	1864770	MgIM767.07G033000
Chr_07	1865082	1865934	MgIM767.07G033100
Chr_07	1866428	1867455	MgIM767.07G033200
Chr_07	1868198	1870723	MgIM767.07G033300
Chr_07	1870746	1871617	MgIM767.07G033400
Chr_07	1873428	1875007	MgIM767.07G033500
Chr_07	1875992	1877465	MgIM767.07G033600
Chr_07	1878257	1879408	MgIM767.07G033700
Chr_07	1887207	1889545	MgIM767.07G033800
Chr_07	1889458	1894210	MgIM767.07G033900
Chr_07	1894786	1897466	MgIM767.07G034000
Chr_07	1898822	1899393	MgIM767.07G034100
Chr_07	1900241	1903442	MgIM767.07G034200
Chr_07	1908986	1913164	MgIM767.07G034300
Chr_07	1917031	1918653	MgIM767.07G034400
Chr_07	1918687	1921444	MgIM767.07G034500
Chr_07	1921568	1924839	MgIM767.07G034600
Chr_07	1926919	1930203	MgIM767.07G034700
Chr_07	1934279	1937505	MgIM767.07G034800
Chr_07	1946677	1951681	MgIM767.07G034900
Chr_07	1957030	1961920	MgIM767.07G035000
Chr_07	1962866	1964746	MgIM767.07G035100
Chr_07	1965414	1966741	MgIM767.07G035200
Chr_07	1968081	1969632	MgIM767.07G035300
Chr_07	1973760	1976521	MgIM767.07G035400
Chr_07	1976476	1981743	MgIM767.07G035500
Chr_07	1985764	1988863	MgIM767.07G035600
Chr_07	2000669	2002179	MgIM767.07G035700
Chr_07	2002143	2003416	MgIM767.07G035800
Chr_07	2005955	2008440	MgIM767.07G035900
Chr_07	2028812	2033099	MgIM767.07G036000
Chr_07	2034807	2036979	MgIM767.07G036100
Chr_07	2039596	2040725	MgIM767.07G036200
Chr_07	2047897	2049588	MgIM767.07G036300
Chr_07	2050086	2052855	MgIM767.07G036400
Chr_07	2053351	2055190	MgIM767.07G036500
Chr_07	2055548	2062931	MgIM767.07G036600
Chr_07	2063766	2065290	MgIM767.07G036700
Chr_07	2066887	2069129	MgIM767.07G036800
Chr_07	2069945	2070049	MgIM767.07G036900
Chr_07	2070741	2073614	MgIM767.07G037000
Chr_07	2073505	2077167	MgIM767.07G037100
Chr_07	2088583	2096507	MgIM767.07G037200
Chr_07	2106278	2108748	MgIM767.07G037300
Chr_07	2110553	2114796	MgIM767.07G037400
Chr_07	2114882	2116528	MgIM767.07G037500
Chr_07	2137857	2140998	MgIM767.07G037600
Chr_07	2144127	2144558	MgIM767.07G037700
Chr_07	2146775	2148320	MgIM767.07G037800
Chr_07	2149869	2155079	MgIM767.07G037900
Chr_07	2164361	2166472	MgIM767.07G038000
Chr_07	2177855	2181109	MgIM767.07G038100
Chr_07	2183584	2186552	MgIM767.07G038200
Chr_07	2186604	2188747	MgIM767.07G038300
Chr_07	2192627	2194916	MgIM767.07G038400
Chr_07	2197023	2199713	MgIM767.07G038500
Chr_07	2205399	2207858	MgIM767.07G038600
Chr_07	2212517	2215140	MgIM767.07G038700
Chr_07	2224185	2226177	MgIM767.07G038800
Chr_07	2226841	2228571	MgIM767.07G038900
Chr_07	2239892	2243421	MgIM767.07G039000
Chr_07	2252502	2255576	MgIM767.07G039100
Chr_07	2267468	2276022	MgIM767.07G039200
Chr_07	2279149	2281094	MgIM767.07G039300
Chr_07	2282058	2285591	MgIM767.07G039400
Chr_07	2294555	2301194	MgIM767.07G039500
Chr_07	2303696	2306612	MgIM767.07G039600
Chr_07	2308060	2314116	MgIM767.07G039700
Chr_07	2316743	2318467	MgIM767.07G039800
Chr_07	2333483	2335790	MgIM767.07G039900
Chr_07	2340000	2343813	MgIM767.07G040000
Chr_07	2344433	2347785	MgIM767.07G040100
Chr_07	2348141	2348943	MgIM767.07G040200
Chr_07	2349257	2353980	MgIM767.07G040300
Chr_07	2355532	2357134	MgIM767.07G040400
Chr_07	2358121	2359961	MgIM767.07G040500
Chr_07	2361096	2362776	MgIM767.07G040600
Chr_07	2364890	2370104	MgIM767.07G040700
Chr_07	2376706	2377670	MgIM767.07G040800
Chr_07	2379662	2381746	MgIM767.07G040900
Chr_07	2384093	2386078	MgIM767.07G041000
Chr_07	2386707	2391951	MgIM767.07G041100
Chr_07	2393598	2398367	MgIM767.07G041200
Chr_07	2406440	2409364	MgIM767.07G041300
Chr_07	2410823	2413453	MgIM767.07G041400
Chr_07	2415324	2417317	MgIM767.07G041500
Chr_07	2417280	2419280	MgIM767.07G041600
Chr_07	2422195	2424095	MgIM767.07G041700
Chr_07	2425131	2427175	MgIM767.07G041800
Chr_07	2427590	2433108	MgIM767.07G041900
Chr_07	2433853	2434197	MgIM767.07G042000
Chr_07	2435180	2442815	MgIM767.07G042100
Chr_07	2445139	2449363	MgIM767.07G042200
Chr_07	2451698	2455529	MgIM767.07G042300
Chr_07	2455573	2456724	MgIM767.07G042400
Chr_07	2457611	2460388	MgIM767.07G042500
Chr_07	2461391	2468422	MgIM767.07G042600
Chr_07	2469372	2476348	MgIM767.07G042700
Chr_07	2477288	2477659	MgIM767.07G042800
Chr_07	2481183	2483100	MgIM767.07G042900
Chr_07	2486627	2490241	MgIM767.07G043000
Chr_07	2496737	2497237	MgIM767.07G043100
Chr_07	2503064	2504476	MgIM767.07G043200
Chr_07	2524169	2528964	MgIM767.07G043300
Chr_07	2535025	2536765	MgIM767.07G043400
Chr_07	2538693	2541237	MgIM767.07G043500
Chr_07	2540923	2543091	MgIM767.07G043600
Chr_07	2546265	2549059	MgIM767.07G043700
Chr_07	2549380	2551822	MgIM767.07G043800
Chr_07	2552688	2555309	MgIM767.07G043900
Chr_07	2563047	2565894	MgIM767.07G044000
Chr_07	2566587	2569578	MgIM767.07G044100
Chr_07	2570597	2575237	MgIM767.07G044200
Chr_07	2587191	2589471	MgIM767.07G044300
Chr_07	2595853	2603298	MgIM767.07G044400
Chr_07	2606704	2609394	MgIM767.07G044500
Chr_07	2610324	2612168	MgIM767.07G044600
Chr_07	2613231	2615377	MgIM767.07G044700
Chr_07	2615171	2617562	MgIM767.07G044800
Chr_07	2627229	2628877	MgIM767.07G044900
Chr_07	2636809	2637183	MgIM767.07G045000
Chr_07	2642489	2642902	MgIM767.07G045100
Chr_07	2659193	2660271	MgIM767.07G045200
Chr_07	2664026	2666256	MgIM767.07G045300
Chr_07	2667417	2669977	MgIM767.07G045400
Chr_07	2669897	2670560	MgIM767.07G045500
Chr_07	2673064	2675278	MgIM767.07G045600
Chr_07	2703071	2703790	MgIM767.07G045700
Chr_07	2706217	2706932	MgIM767.07G045800
Chr_07	2714715	2715311	MgIM767.07G045900
Chr_07	2716301	2716923	MgIM767.07G046000
Chr_07	2718865	2719319	MgIM767.07G046100
Chr_07	2720678	2721875	MgIM767.07G046200
Chr_07	2725267	2726346	MgIM767.07G046300
Chr_07	2734250	2735535	MgIM767.07G046400
Chr_07	2736491	2737251	MgIM767.07G046500
Chr_07	2738761	2740463	MgIM767.07G046600
Chr_07	2751648	2752254	MgIM767.07G046700
Chr_07	2753195	2753643	MgIM767.07G046800
Chr_07	2754656	2755558	MgIM767.07G046900
Chr_07	2757158	2757645	MgIM767.07G047000
Chr_07	2763406	2769020	MgIM767.07G047100
Chr_07	2769980	2771575	MgIM767.07G047200
Chr_07	2783148	2784743	MgIM767.07G047300
Chr_07	2790017	2792388	MgIM767.07G047400
Chr_07	2793883	2795466	MgIM767.07G047500
Chr_07	2803849	2805625	MgIM767.07G047600
Chr_07	2821003	2822586	MgIM767.07G047700
Chr_07	2825646	2828051	MgIM767.07G047800
Chr_07	2833004	2836083	MgIM767.07G047900
Chr_07	2852691	2855606	MgIM767.07G048000
Chr_07	2867674	2870899	MgIM767.07G048100
Chr_07	2871414	2876510	MgIM767.07G048200
Chr_07	2878550	2880917	MgIM767.07G048300
Chr_07	2883967	2886047	MgIM767.07G048400
Chr_07	2891092	2893346	MgIM767.07G048500
Chr_07	2894302	2898485	MgIM767.07G048600
Chr_07	2900562	2901674	MgIM767.07G048700
Chr_07	2906901	2913727	MgIM767.07G048800
Chr_07	2914694	2916614	MgIM767.07G048900
Chr_07	2920772	2923815	MgIM767.07G049000
Chr_07	2926028	2928617	MgIM767.07G049100
Chr_07	2931110	2934651	MgIM767.07G049200
Chr_07	2936174	2941560	MgIM767.07G049300
Chr_07	2945984	2951261	MgIM767.07G049400
Chr_07	2951680	2954646	MgIM767.07G049500
Chr_07	2956272	2960620	MgIM767.07G049600
Chr_07	2966178	2966555	MgIM767.07G049700
Chr_07	2970183	2971265	MgIM767.07G049800
Chr_07	2975043	2982972	MgIM767.07G049900
Chr_07	2984618	2986677	MgIM767.07G050000
Chr_07	2986580	2990373	MgIM767.07G050100
Chr_07	2992800	2996935	MgIM767.07G050200
Chr_07	3001132	3005377	MgIM767.07G050300
Chr_07	3005304	3008161	MgIM767.07G050400
Chr_07	3009684	3018709	MgIM767.07G050500
Chr_07	3027452	3031364	MgIM767.07G050600
Chr_07	3032227	3033326	MgIM767.07G050700
Chr_07	3039199	3040384	MgIM767.07G050800
Chr_07	3043541	3048282	MgIM767.07G050900
Chr_07	3048252	3050130	MgIM767.07G051000
Chr_07	3052275	3058737	MgIM767.07G051100
Chr_07	3059903	3062282	MgIM767.07G051200
Chr_07	3063826	3070036	MgIM767.07G051300
Chr_07	3076485	3083102	MgIM767.07G051400
Chr_07	3083668	3087264	MgIM767.07G051500
Chr_07	3089006	3091127	MgIM767.07G051600
Chr_07	3092502	3094086	MgIM767.07G051700
Chr_07	3096418	3099781	MgIM767.07G051800
Chr_07	3099953	3101148	MgIM767.07G051900
Chr_07	3105083	3106975	MgIM767.07G052000
Chr_07	3106795	3111800	MgIM767.07G052100
Chr_07	3112831	3115699	MgIM767.07G052200
Chr_07	3115322	3117188	MgIM767.07G052300
Chr_07	3118841	3123664	MgIM767.07G052400
Chr_07	3133036	3134959	MgIM767.07G052500
Chr_07	3135775	3140845	MgIM767.07G052600
Chr_07	3143212	3147151	MgIM767.07G052700
Chr_07	3157940	3162261	MgIM767.07G052800
Chr_07	3169172	3176690	MgIM767.07G052900
Chr_07	3177375	3181861	MgIM767.07G053000
Chr_07	3184999	3187290	MgIM767.07G053100
Chr_07	3197201	3201164	MgIM767.07G053200
Chr_07	3206428	3209732	MgIM767.07G053300
Chr_07	3226725	3229275	MgIM767.07G053400
Chr_07	3229370	3232876	MgIM767.07G053500
Chr_07	3235297	3236589	MgIM767.07G053600
Chr_07	3239792	3242008	MgIM767.07G053700
Chr_07	3248903	3256141	MgIM767.07G053800
Chr_07	3261222	3261962	MgIM767.07G053900
Chr_07	3262981	3266678	MgIM767.07G054000
Chr_07	3267565	3271986	MgIM767.07G054100
Chr_07	3272411	3274386	MgIM767.07G054200
Chr_07	3273939	3277058	MgIM767.07G054300
Chr_07	3277573	3287025	MgIM767.07G054400
Chr_07	3291465	3294961	MgIM767.07G054500
Chr_07	3302681	3304687	MgIM767.07G054600
Chr_07	3308206	3313708	MgIM767.07G054700
Chr_07	3318992	3321607	MgIM767.07G054800
Chr_07	3325238	3327883	MgIM767.07G054900
Chr_07	3329259	3331556	MgIM767.07G055000
Chr_07	3331939	3337891	MgIM767.07G055100
Chr_07	3339481	3342508	MgIM767.07G055200
Chr_07	3345142	3347277	MgIM767.07G055300
Chr_07	3347442	3347924	MgIM767.07G055400
Chr_07	3350081	3350771	MgIM767.07G055500
Chr_07	3358663	3366769	MgIM767.07G055600
Chr_07	3373508	3376661	MgIM767.07G055700
Chr_07	3378645	3380232	MgIM767.07G055800
Chr_07	3381431	3384151	MgIM767.07G055900
Chr_07	3383493	3386622	MgIM767.07G056000
Chr_07	3401003	3407393	MgIM767.07G056100
Chr_07	3408747	3410604	MgIM767.07G056200
Chr_07	3415206	3420235	MgIM767.07G056300
Chr_07	3421086	3422252	MgIM767.07G056400
Chr_07	3425461	3433420	MgIM767.07G056500
Chr_07	3446633	3449640	MgIM767.07G056600
Chr_07	3451824	3454193	MgIM767.07G056700
Chr_07	3456383	3464779	MgIM767.07G056800
Chr_07	3477652	3480847	MgIM767.07G056900
Chr_07	3484152	3489172	MgIM767.07G057000
Chr_07	3489883	3499554	MgIM767.07G057100
Chr_07	3507023	3513051	MgIM767.07G057200
Chr_07	3515848	3516264	MgIM767.07G057300
Chr_07	3516511	3518632	MgIM767.07G057400
Chr_07	3520139	3524935	MgIM767.07G057500
Chr_07	3524982	3527928	MgIM767.07G057600
Chr_07	3532366	3537323	MgIM767.07G057700
Chr_07	3537977	3539503	MgIM767.07G057800
Chr_07	3543822	3545880	MgIM767.07G057900
Chr_07	3546702	3547797	MgIM767.07G058000
Chr_07	3551789	3553578	MgIM767.07G058100
Chr_07	3553784	3555274	MgIM767.07G058200
Chr_07	3568918	3571152	MgIM767.07G058300
Chr_07	3575375	3575981	MgIM767.07G058400
Chr_07	3582501	3583183	MgIM767.07G058500
Chr_07	3588648	3588974	MgIM767.07G058600
Chr_07	3590396	3590850	MgIM767.07G058700
Chr_07	3592025	3592505	MgIM767.07G058800
Chr_07	3593385	3594334	MgIM767.07G058900
Chr_07	3625870	3629954	MgIM767.07G059000
Chr_07	3646493	3647104	MgIM767.07G059100
Chr_07	3653106	3656548	MgIM767.07G059200
Chr_07	3661667	3667369	MgIM767.07G059300
Chr_07	3669500	3671329	MgIM767.07G059400
Chr_07	3682983	3684856	MgIM767.07G059500
Chr_07	3704944	3706601	MgIM767.07G059600
Chr_07	3730480	3731906	MgIM767.07G059700
Chr_07	3751623	3753290	MgIM767.07G059800
Chr_07	3760905	3762291	MgIM767.07G059900
Chr_07	3764746	3766353	MgIM767.07G060000
Chr_07	3789800	3790714	MgIM767.07G060100
Chr_07	3791555	3796422	MgIM767.07G060200
Chr_07	3797360	3802635	MgIM767.07G060300
Chr_07	3814280	3819410	MgIM767.07G060400
Chr_07	3823172	3824901	MgIM767.07G060500
Chr_07	3824693	3830402	MgIM767.07G060600
Chr_07	3836110	3839254	MgIM767.07G060700
Chr_07	3843909	3849216	MgIM767.07G060800
Chr_07	3865712	3866120	MgIM767.07G060900
Chr_07	3877896	3881219	MgIM767.07G061000
Chr_07	3888683	3893168	MgIM767.07G061100
Chr_07	3896008	3902643	MgIM767.07G061200
Chr_07	3904079	3906961	MgIM767.07G061300
Chr_07	3909699	3914136	MgIM767.07G061400
Chr_07	3918097	3918672	MgIM767.07G061500
Chr_07	3921161	3921511	MgIM767.07G061600
Chr_07	3929822	3930169	MgIM767.07G061700
Chr_07	3947807	3948305	MgIM767.07G061800
Chr_07	3956406	3957163	MgIM767.07G061900
Chr_07	3962122	3963285	MgIM767.07G062000
Chr_07	3963615	3964148	MgIM767.07G062100
Chr_07	3966209	3966948	MgIM767.07G062200
Chr_07	3970835	3971182	MgIM767.07G062300
Chr_07	3972432	3973115	MgIM767.07G062400
Chr_07	3978478	3978822	MgIM767.07G062500
Chr_07	3981391	3981941	MgIM767.07G062600
Chr_07	3985827	3993802	MgIM767.07G062700
Chr_07	3995502	3995994	MgIM767.07G062800
Chr_07	4005416	4007741	MgIM767.07G062900
Chr_07	4022371	4022727	MgIM767.07G063000
Chr_07	4024720	4026879	MgIM767.07G063100
Chr_07	4028008	4028537	MgIM767.07G063200
Chr_07	4029736	4031863	MgIM767.07G063300
Chr_07	4037818	4039638	MgIM767.07G063400
Chr_07	4045921	4047464	MgIM767.07G063500
Chr_07	4066375	4068104	MgIM767.07G063600
